iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,expanded_oracle,new_correct_generated,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
17,direct-1,Direct One,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
17,direct-1,Direct One,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
17,direct-1,Direct One,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
17,direct-1,Direct One,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
17,direct-1,Direct One,cal-t4-constraint-01,constraint,0,7,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Z"",""J11"":""Y"",""J12"":""W"",""J2"":""X"",""J3"":""Y"",""J4"":""X"",""J5"":""Y"",""J6"":""W"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":181}"
17,direct-1,Direct One,cal-t4-constraint-02,constraint,0,9,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Z"",""J11"":""W"",""J12"":""X"",""J2"":""Z"",""J3"":""Y"",""J4"":""Y"",""J5"":""Z"",""J6"":""X"",""J7"":""W"",""J8"":""W"",""J9"":""X""},""total_cost"":151}"
17,direct-1,Direct One,cal-t4-constraint-03,constraint,0,7,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""X"",""J3"":""Z"",""J4"":""W"",""J5"":""X"",""J6"":""Y"",""J7"":""X"",""J8"":""Y"",""J9"":""W""},""total_cost"":159}"
17,direct-1,Direct One,cal-t4-constraint-04,constraint,0,4,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Z"",""J12"":""X"",""J2"":""W"",""J3"":""W"",""J4"":""Z"",""J5"":""X"",""J6"":""W"",""J7"":""Z"",""J8"":""Y"",""J9"":""X""},""total_cost"":159}"
17,direct-1,Direct One,cal-t4-logic-01,logic,0,10,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
17,direct-1,Direct One,cal-t4-logic-02,logic,0,16,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
