iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
8,direct-1,Direct One,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,1,1,0,0,0,"{""answer"":[63,14,72]}"
8,direct-1,Direct One,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,1,1,0,0,0,"{""answer"":[-1,-1,-1]}"
8,direct-1,Direct One,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,1,1,0,0,0,"{""answer"":[56,38,76]}"
8,direct-1,Direct One,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
8,direct-1,Direct One,cal-t4-constraint-01,constraint,0,5,13,0,0,0,,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""Z"",""J11"":""Y"",""J12"":""Z"",""J2"":""W"",""J3"":""Y"",""J4"":""Z"",""J5"":""W"",""J6"":""X"",""J7"":""X"",""J8"":""W"",""J9"":""Y""},""total_cost"":117}"
8,direct-1,Direct One,cal-t4-constraint-02,constraint,0,9,13,0,0,0,,0,1,1,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""X"",""J3"":""Z"",""J4"":""X"",""J5"":""Z"",""J6"":""Y"",""J7"":""X"",""J8"":""W"",""J9"":""W""},""total_cost"":88}"
8,direct-1,Direct One,cal-t4-constraint-03,constraint,0,6,13,0,0,0,,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""W"",""J3"":""Z"",""J4"":""X"",""J5"":""Y"",""J6"":""Z"",""J7"":""W"",""J8"":""Y"",""J9"":""Y""},""total_cost"":108}"
8,direct-1,Direct One,cal-t4-constraint-04,constraint,0,5,13,0,0,0,,0,1,1,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Z"",""J11"":""X"",""J12"":""X"",""J2"":""W"",""J3"":""W"",""J4"":""Y"",""J5"":""W"",""J6"":""Z"",""J7"":""X"",""J8"":""Z"",""J9"":""Y""},""total_cost"":185}"
8,direct-1,Direct One,cal-t4-logic-01,logic,0,7,17,0,0,0,,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
8,direct-1,Direct One,cal-t4-logic-02,logic,0,11,17,0,0,0,,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
8,direct-1,Direct One,cal-t4-logic-03,logic,0,16,17,0,0,0,,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""liar"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
8,direct-1,Direct One,cal-t4-logic-04,logic,0,13,17,0,0,0,,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
8,plurality-5,Five-Vote Plurality,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,5,4,0,0,0,"{""answer"":[0,0,0]}"
8,plurality-5,Five-Vote Plurality,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,5,3,0,0,0,"{""answer"":[-1,-1,-1]}"
8,plurality-5,Five-Vote Plurality,cal-t4-sequence-03,sequence,0,0,3,0,1,0,,0,5,4,0,0,0,"{""answer"":[0,0,0]}"
8,plurality-5,Five-Vote Plurality,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,5,2,0,0,0,"{""answer"":[0,0,0]}"
