iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,expanded_oracle,new_correct_generated,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
20,direct-1,Direct One,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
20,direct-1,Direct One,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[60,37,66]}"
20,direct-1,Direct One,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
20,direct-1,Direct One,cal-t4-sequence-04,sequence,1,3,3,1,1,0,,1,0,0,1,1,0,0,0,"{""answer"":[42,86,65]}"
20,direct-1,Direct One,cal-t4-sequence-05,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
20,direct-1,Direct One,cal-t4-sequence-06,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
20,direct-1,Direct One,cal-t4-constraint-01,constraint,0,10,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""X"",""J11"":""X"",""J12"":""W"",""J2"":""Z"",""J3"":""Z"",""J4"":""X"",""J5"":""Y"",""J6"":""Y"",""J7"":""Y"",""J8"":""W"",""J9"":""Z""},""total_cost"":134}"
20,direct-1,Direct One,cal-t4-constraint-02,constraint,0,6,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Y"",""J12"":""W"",""J2"":""X"",""J3"":""X"",""J4"":""Z"",""J5"":""Z"",""J6"":""Z"",""J7"":""W"",""J8"":""X"",""J9"":""W""},""total_cost"":153}"
20,direct-1,Direct One,cal-t4-constraint-03,constraint,0,10,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""W"",""J11"":""X"",""J12"":""Y"",""J2"":""W"",""J3"":""Z"",""J4"":""Y"",""J5"":""Z"",""J6"":""W"",""J7"":""Y"",""J8"":""X"",""J9"":""Z""},""total_cost"":145}"
20,direct-1,Direct One,cal-t4-constraint-04,constraint,0,10,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""X"",""J12"":""Z"",""J2"":""W"",""J3"":""W"",""J4"":""W"",""J5"":""X"",""J6"":""Z"",""J7"":""Y"",""J8"":""X"",""J9"":""Y""},""total_cost"":182}"
