iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,expanded_oracle,new_correct_generated,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
26,direct-1,Direct One,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
26,direct-1,Direct One,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[72,71,99]}"
26,direct-1,Direct One,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[73,94,93]}"
26,direct-1,Direct One,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
26,direct-1,Direct One,cal-t4-constraint-01,constraint,0,2,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""Z"",""J11"":""Z"",""J12"":""Y"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""W"",""J6"":""Y"",""J7"":""X"",""J8"":""W"",""J9"":""Y""},""total_cost"":131}"
26,direct-1,Direct One,cal-t4-constraint-02,constraint,0,7,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Y"",""J12"":""X"",""J2"":""Z"",""J3"":""W"",""J4"":""X"",""J5"":""Z"",""J6"":""X"",""J7"":""X"",""J8"":""Y"",""J9"":""W""},""total_cost"":154}"
26,direct-1,Direct One,cal-t4-constraint-03,constraint,0,9,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""X"",""J12"":""Z"",""J2"":""X"",""J3"":""W"",""J4"":""Y"",""J5"":""W"",""J6"":""Y"",""J7"":""Z"",""J8"":""X"",""J9"":""Z""},""total_cost"":157}"
26,direct-1,Direct One,cal-t4-constraint-04,constraint,0,7,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""Y"",""J2"":""X"",""J3"":""X"",""J4"":""Z"",""J5"":""X"",""J6"":""W"",""J7"":""Z"",""J8"":""W"",""J9"":""Y""},""total_cost"":172}"
26,direct-1,Direct One,cal-t4-logic-01,logic,0,14,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""liar""}}"
26,direct-1,Direct One,cal-t4-logic-02,logic,0,16,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
26,direct-1,Direct One,cal-t4-logic-03,logic,0,10,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
26,direct-1,Direct One,cal-t4-logic-04,logic,0,12,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
26,plurality-5,Five-Vote Plurality,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,5,2,0,0,0,"{""answer"":[0,0,0]}"
26,plurality-5,Five-Vote Plurality,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,0,0,5,3,0,0,0,"{""answer"":[0,0,0]}"
26,plurality-5,Five-Vote Plurality,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,0,0,5,4,0,0,0,"{""answer"":[0,0,0]}"
26,plurality-5,Five-Vote Plurality,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,0,0,5,3,0,0,0,"{""answer"":[0,0,0]}"
26,plurality-5,Five-Vote Plurality,cal-t4-constraint-01,constraint,0,7,13,0,0,0,,0,0,0,5,4,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""X"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""W"",""J6"":""Z"",""J7"":""Y"",""J8"":""Y"",""J9"":""X""},""total_cost"":118}"
26,plurality-5,Five-Vote Plurality,cal-t4-constraint-02,constraint,0,7,13,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Y"",""J12"":""X"",""J2"":""Z"",""J3"":""W"",""J4"":""X"",""J5"":""Z"",""J6"":""X"",""J7"":""X"",""J8"":""Y"",""J9"":""W""},""total_cost"":154}"
26,plurality-5,Five-Vote Plurality,cal-t4-constraint-03,constraint,0,9,13,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""X"",""J12"":""Z"",""J2"":""X"",""J3"":""W"",""J4"":""Y"",""J5"":""W"",""J6"":""Y"",""J7"":""Z"",""J8"":""X"",""J9"":""Z""},""total_cost"":157}"
26,plurality-5,Five-Vote Plurality,cal-t4-constraint-04,constraint,0,7,13,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""Y"",""J2"":""X"",""J3"":""X"",""J4"":""Z"",""J5"":""X"",""J6"":""W"",""J7"":""Z"",""J8"":""W"",""J9"":""Y""},""total_cost"":172}"
26,plurality-5,Five-Vote Plurality,cal-t4-logic-01,logic,0,14,17,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""liar""}}"
26,plurality-5,Five-Vote Plurality,cal-t4-logic-02,logic,0,16,17,0,1,0,,1,0,0,5,5,0,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
