iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,expanded_oracle,new_correct_generated,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
25,direct-1,Direct One,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
25,direct-1,Direct One,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[-1,-1,-1]}"
25,direct-1,Direct One,cal-t4-sequence-03,sequence,1,3,3,1,1,0,,1,0,0,1,1,0,0,0,"{""answer"":[59,18,11]}"
25,direct-1,Direct One,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[85,36,63]}"
25,direct-1,Direct One,cal-t4-sequence-05,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[1,2,3]}"
25,direct-1,Direct One,cal-t4-sequence-06,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
25,direct-1,Direct One,cal-t4-constraint-01,constraint,0,7,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""X"",""J11"":""Y"",""J12"":""Z"",""J2"":""W"",""J3"":""W"",""J4"":""Y"",""J5"":""Z"",""J6"":""W"",""J7"":""X"",""J8"":""Y"",""J9"":""Z""},""total_cost"":150}"
25,direct-1,Direct One,cal-t4-constraint-02,constraint,0,4,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""X"",""J11"":""Y"",""J12"":""Y"",""J2"":""W"",""J3"":""X"",""J4"":""Y"",""J5"":""W"",""J6"":""X"",""J7"":""Z"",""J8"":""Z"",""J9"":""W""},""total_cost"":167}"
25,direct-1,Direct One,cal-t4-constraint-03,constraint,0,7,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Z"",""J11"":""Y"",""J12"":""W"",""J2"":""Y"",""J3"":""W"",""J4"":""Z"",""J5"":""X"",""J6"":""Y"",""J7"":""W"",""J8"":""X"",""J9"":""X""},""total_cost"":139}"
25,direct-1,Direct One,cal-t4-constraint-04,constraint,0,6,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""W"",""J11"":""Y"",""J12"":""Y"",""J2"":""Z"",""J3"":""Y"",""J4"":""X"",""J5"":""X"",""J6"":""W"",""J7"":""X"",""J8"":""W"",""J9"":""Z""},""total_cost"":138}"
25,direct-1,Direct One,cal-t4-constraint-05,constraint,0,6,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""Y"",""J12"":""W"",""J2"":""Z"",""J3"":""Y"",""J4"":""X"",""J5"":""W"",""J6"":""X"",""J7"":""Z"",""J8"":""X"",""J9"":""Z""},""total_cost"":155}"
25,direct-1,Direct One,cal-t4-constraint-06,constraint,1,13,13,1,1,0,,1,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""W"",""J12"":""X"",""J2"":""W"",""J3"":""Y"",""J4"":""X"",""J5"":""Z"",""J6"":""X"",""J7"":""Z"",""J8"":""Y"",""J9"":""W""},""total_cost"":126}"
