iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
11,direct-1,Direct One,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
11,direct-1,Direct One,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,1,1,0,0,0,"{""answer"":[-1,-1,-1]}"
11,direct-1,Direct One,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
11,direct-1,Direct One,cal-t4-sequence-04,sequence,1,3,3,1,1,0,,0,1,1,0,0,0,"{""answer"":[55,58,59]}"
11,direct-1,Direct One,cal-t4-constraint-01,constraint,1,13,13,1,1,0,,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""X"",""J11"":""X"",""J12"":""Y"",""J2"":""Y"",""J3"":""Z"",""J4"":""X"",""J5"":""Y"",""J6"":""W"",""J7"":""W"",""J8"":""Z"",""J9"":""W""},""total_cost"":126}"
11,direct-1,Direct One,cal-t4-constraint-02,constraint,0,8,13,0,0,0,,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""X"",""J11"":""W"",""J12"":""W"",""J2"":""Y"",""J3"":""Y"",""J4"":""Z"",""J5"":""Y"",""J6"":""Z"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":129}"
11,direct-1,Direct One,cal-t4-constraint-03,constraint,0,10,13,0,0,0,,0,1,1,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Z"",""J11"":""Z"",""J12"":""W"",""J2"":""Z"",""J3"":""X"",""J4"":""X"",""J5"":""Y"",""J6"":""X"",""J7"":""W"",""J8"":""Y"",""J9"":""Y""},""total_cost"":169}"
11,direct-1,Direct One,cal-t4-constraint-04,constraint,0,6,13,0,0,0,,0,1,1,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""X"",""J11"":""Y"",""J12"":""W"",""J2"":""Y"",""J3"":""Z"",""J4"":""X"",""J5"":""W"",""J6"":""Z"",""J7"":""Y"",""J8"":""X"",""J9"":""W""},""total_cost"":177}"
11,direct-1,Direct One,cal-t4-logic-01,logic,0,12,17,0,0,0,,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""liar""}}"
11,direct-1,Direct One,cal-t4-logic-02,logic,0,10,17,0,0,0,,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
