iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,expanded_oracle,new_correct_generated,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
15,direct-1,Direct One,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
15,direct-1,Direct One,cal-t4-sequence-02,sequence,0,1,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[52,48,28]}"
15,direct-1,Direct One,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[0,0,0]}"
15,direct-1,Direct One,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[5,0,0]}"
15,direct-1,Direct One,cal-t4-sequence-05,sequence,0,0,3,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":[-1,-1,-1]}"
15,direct-1,Direct One,cal-t4-sequence-06,sequence,1,3,3,1,1,0,,1,0,0,1,1,0,0,0,"{""answer"":[60,89,88]}"
15,direct-1,Direct One,cal-t4-constraint-01,constraint,0,6,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""W"",""J12"":""Z"",""J2"":""X"",""J3"":""Y"",""J4"":""W"",""J5"":""Y"",""J6"":""X"",""J7"":""Z"",""J8"":""X"",""J9"":""Z""},""total_cost"":142}"
15,direct-1,Direct One,cal-t4-constraint-02,constraint,0,12,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""W"",""J11"":""Z"",""J12"":""Z"",""J2"":""Y"",""J3"":""X"",""J4"":""X"",""J5"":""Y"",""J6"":""W"",""J7"":""Y"",""J8"":""X"",""J9"":""W""},""total_cost"":163}"
15,direct-1,Direct One,cal-t4-constraint-03,constraint,0,10,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""X"",""J3"":""Y"",""J4"":""W"",""J5"":""W"",""J6"":""Z"",""J7"":""Y"",""J8"":""Z"",""J9"":""X""},""total_cost"":169}"
15,direct-1,Direct One,cal-t4-constraint-04,constraint,1,13,13,1,1,0,,1,0,0,1,1,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""X"",""J11"":""Y"",""J12"":""Z"",""J2"":""Z"",""J3"":""W"",""J4"":""Z"",""J5"":""W"",""J6"":""W"",""J7"":""X"",""J8"":""Y"",""J9"":""X""},""total_cost"":168}"
15,direct-1,Direct One,cal-t4-constraint-05,constraint,0,10,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""X"",""J10"":""X"",""J11"":""W"",""J12"":""Z"",""J2"":""Y"",""J3"":""Y"",""J4"":""Z"",""J5"":""X"",""J6"":""W"",""J7"":""W"",""J8"":""Z"",""J9"":""Y""},""total_cost"":136}"
15,direct-1,Direct One,cal-t4-constraint-06,constraint,0,5,13,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""Z"",""J2"":""Y"",""J3"":""W"",""J4"":""X"",""J5"":""Y"",""J6"":""X"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":145}"
15,direct-1,Direct One,cal-t4-logic-01,logic,0,11,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
15,direct-1,Direct One,cal-t4-logic-02,logic,0,10,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
